_id,video_id,comment,neg,neu,pos,compound
6748106ffd3034699446437c,eiOvZ9gzWnQ,,,,,
67481071fd3034699446437d,oiH-B_5vojU,அற்புதமான பாடல் வரி அழகான இயற்கை,0.0,1.0,0.0,0.0
67481071fd3034699446437d,oiH-B_5vojU,👌👌🎉,0.0,0.063,0.937,0.9321
67481071fd3034699446437d,oiH-B_5vojU,Super akka intha mathari parthu romba nall achi akka,0.0,0.672,0.328,0.5994
67481071fd3034699446437d,oiH-B_5vojU,அருமை காட்ச்சி,0.0,1.0,0.0,0.0
67481072fd3034699446437e,Yif3TL9hio8,ஹாய் 🎉🎉🎉😅😅😅,0.0,0.455,0.545,0.9274
67481074fd3034699446437f,DXpdtQ9AEtg,ஹாய் s,0.0,1.0,0.0,0.0
67481075fd30346994464380,6s8q_Cyd_MY,அக்கா 🎉,0.0,0.426,0.5740000000000001,0.40190000000000003
67481075fd30346994464380,6s8q_Cyd_MY,ஹாய் s,0.0,1.0,0.0,0.0
67481076fd30346994464381,Aew1z9CeFRk,அக்கா 🎉,0.0,0.426,0.5740000000000001,0.40190000000000003
67481076fd30346994464381,Aew1z9CeFRk,ஹாய் s,0.0,1.0,0.0,0.0
67481077fd30346994464382,5705MIDj2tY,ஹாய் s,0.0,1.0,0.0,0.0
67481079fd30346994464383,c3wbDOVBZx8,😅😅😅😂😂,0.112,0.442,0.445,0.9062
67481079fd30346994464383,c3wbDOVBZx8,ஹாய் s,0.0,1.0,0.0,0.0
67481079fd30346994464383,c3wbDOVBZx8,எம்மோவ்😁😁 இப்படி எல்லாம் பேசுறாங்களா இவங்க 😁😂😂😊,0.073,0.496,0.431,0.9628000000000001
67481079fd30346994464383,c3wbDOVBZx8,😂😂😂😂🎉,0.197,0.338,0.465,0.9231
6748107afd30346994464384,jFnxrv6X6oo,ஹாய் s,0.0,1.0,0.0,0.0
6748107afd30346994464384,jFnxrv6X6oo,🎉🎉🥰,0.0,0.28200000000000003,0.718,0.9136000000000001
6748107afd30346994464384,jFnxrv6X6oo,Super ka,0.0,0.20400000000000001,0.796,0.5994
6748107bfd30346994464385,24ax-LT6MKA,😂😂😂😂😂😂,0.218,0.34500000000000003,0.437,0.9468000000000001
6748107cfd30346994464386,LlQzdOnWfi4,சூப்பர் கா,0.0,1.0,0.0,0.0
6748107cfd30346994464386,LlQzdOnWfi4,👌👌👌👌👌😋😋😋,0.0,0.227,0.773,0.9829
6748107dfd30346994464387,tbu-okzLCrU,அடுத்த மாதம் சிக்ஸ் பேக் வரனும் 😂,0.139,0.584,0.277,0.4404
6748107dfd30346994464387,tbu-okzLCrU,Nice song,0.0,0.263,0.737,0.42150000000000004
6748107dfd30346994464387,tbu-okzLCrU,🚲🚲🚲🚲🚲👌👌👌👌,0.0,0.169,0.8310000000000001,0.9736
6748107dfd30346994464387,tbu-okzLCrU,👌👌👌👌,0.0,0.0,1.0,0.9736
6748107dfd30346994464387,tbu-okzLCrU,🚲🚲🚲🚲🚲🚲🚲🚲🚲🚲🚲🚲,0.0,1.0,0.0,0.0
6748107efd30346994464388,PHaoK4AzIek,❤❤❤❤,0.0,0.192,0.808,0.9571000000000001
67481080fd30346994464389,oSb7MdI2tEY,அக்கா 🎉,0.0,0.426,0.5740000000000001,0.40190000000000003
67481080fd30346994464389,oSb7MdI2tEY,Vera level,0.0,1.0,0.0,0.0
67481080fd30346994464389,oSb7MdI2tEY,👌👌👌👌,0.0,0.0,1.0,0.9736
67481080fd30346994464389,oSb7MdI2tEY,சூப்பர் 🎉🎉🎉🎉🎉,0.0,0.308,0.6920000000000001,0.91
67481081fd3034699446438a,TDyuhD7poJg,,,,,
67481082fd3034699446438b,08qinj4Nf7Y,,,,,
67481084fd3034699446438c,6KH45xsuqfU,,,,,
67481084fd3034699446438d,TMA9J5I_szQ,அருமை அருமை😂😂😂,0.203,0.391,0.406,0.8271000000000001
67481085fd3034699446438e,LHZBK4S5gPw,👌👌👌👌🎉,0.0,0.035,0.965,0.9782000000000001
67481085fd3034699446438e,LHZBK4S5gPw,அருமை அருமை சகோதரி 👍👍👍,0.0,1.0,0.0,0.0
67481085fd3034699446438e,LHZBK4S5gPw,Super super sister,0.0,0.114,0.886,0.8316
67481085fd3034699446438e,LHZBK4S5gPw,Good health good life 🧬,0.0,0.341,0.659,0.7003
67481085fd3034699446438e,LHZBK4S5gPw,Hi சாய் ❤️,0.0,1.0,0.0,0.0
67481085fd3034699446438e,LHZBK4S5gPw,😮😮😮,0.0,1.0,0.0,0.0
67481085fd3034699446438e,LHZBK4S5gPw,Very nice video,0.0,0.393,0.607,0.47540000000000004
67481086fd3034699446438f,gJWJo2IgLLw,😂😂😂😂😂😂,0.218,0.34500000000000003,0.437,0.9468000000000001
67481086fd3034699446438f,gJWJo2IgLLw,🤣🤣,0.0,0.556,0.444,0.7506
67481087fd30346994464390,B45EyXYyMW4,🦚🦚🦚🦚🦚🦚🦚,0.0,1.0,0.0,0.0
67481087fd30346994464390,B45EyXYyMW4,🙏🏻🙏🏻,0.0,1.0,0.0,0.0
67481088fd30346994464391,Iu_2MIDnk2Q,😂😂😂😂🎉,0.197,0.338,0.465,0.9231
67481088fd30346994464391,Iu_2MIDnk2Q,🤣🤣🤣,0.0,0.556,0.444,0.8625
67481088fd30346994464391,Iu_2MIDnk2Q,😂😂😂,0.218,0.34500000000000003,0.437,0.8271000000000001
67481088fd30346994464391,Iu_2MIDnk2Q,👌👌👌👌👌🤣🤣👍🤣,0.0,0.258,0.742,0.9901000000000001
67481088fd30346994464391,Iu_2MIDnk2Q,😂😂😂😂👌👌👌👌,0.128,0.202,0.67,0.9874
67481088fd30346994464391,Iu_2MIDnk2Q,Nice,0.0,0.0,1.0,0.42150000000000004
67481088fd30346994464391,Iu_2MIDnk2Q,❤😂😂😂😂😂❤,0.176,0.315,0.508,0.9716
67481089fd30346994464392,rmrWnvcBCLA,👍🏻👍🏻good,0.0,1.0,0.0,0.0
67481089fd30346994464392,rmrWnvcBCLA,👌👌👌,0.0,0.0,1.0,0.9545
67481089fd30346994464392,rmrWnvcBCLA,அருமை அருமையான பதிவு 👍,0.0,1.0,0.0,0.0
67481089fd30346994464392,rmrWnvcBCLA,Very nice🎉,0.0,0.248,0.752,0.7245
67481089fd30346994464392,rmrWnvcBCLA,Super 🎉🎉💪🎉🎉👌👌,0.0,0.182,0.8180000000000001,0.9775
67481089fd30346994464392,rmrWnvcBCLA,👍👍👍👍🎉🎉🎉,0.0,0.5760000000000001,0.424,0.7964
67481089fd30346994464392,rmrWnvcBCLA,👌👌👌👌👌👌👍👍👍👍👍,0.0,0.214,0.786,0.988
6748108afd30346994464393,YxBxkrMb-bY,🎉🎉,0.0,0.27,0.73,0.6597000000000001
6748108afd30346994464393,YxBxkrMb-bY,💯 true,0.0,0.417,0.583,0.42150000000000004
6748108afd30346994464393,YxBxkrMb-bY,👍,0.0,1.0,0.0,0.0
6748108afd30346994464393,YxBxkrMb-bY,Yes it's 💯 percent true ✨👍👍,0.0,0.506,0.494,0.7783
6748108bfd30346994464394,GuibyrVDkvA,🙏🙏🙏🙏🙏,0.0,1.0,0.0,0.0
6748108bfd30346994464394,GuibyrVDkvA,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0.218,0.34500000000000003,0.437,0.9909
6748108bfd30346994464394,GuibyrVDkvA,❤ ஓம் முருகா போற்றி போற்றி நீரே என்றென்றும் எல்லோருக்கும் வழி தூனையாக இருக்கும் 🎉,0.0,0.635,0.365,0.7845000000000001
6748108bfd30346994464394,GuibyrVDkvA,🚩ஓம் 🐔முருகா 🦚🚩,0.0,1.0,0.0,0.0
6748108cfd30346994464395,dQQYwFSLmrY,Super ❤❤❤👌👌👌,0.0,0.079,0.921,0.9881000000000001
6748108cfd30346994464395,dQQYwFSLmrY,Nice 😊,0.0,0.254,0.746,0.8316
6748108cfd30346994464395,dQQYwFSLmrY,👌👌👌👌,0.0,0.0,1.0,0.9736
6748108cfd30346994464395,dQQYwFSLmrY,👌👌👌,0.0,0.0,1.0,0.9545
6748108cfd30346994464395,dQQYwFSLmrY,Superb Anand. Why don't you pursue this,0.0,0.594,0.406,0.6249
6748108cfd30346994464395,dQQYwFSLmrY,ennai ungal rasigar aakiviteergal anna❤,0.0,0.588,0.41200000000000003,0.6369
6748108dfd30346994464396,YzH7-heURM8,🤣🤣🤣🤣🤣🤣🤣🤣👌👌👌👌👌👍👍👍👍👍👍🌹,0.0,0.444,0.556,0.9949
6748108efd30346994464397,bUjWDkWKJzM,👍👍👍👍👌👌👌👌,0.0,0.246,0.754,0.9736
6748108efd30346994464397,bUjWDkWKJzM,🎉,0.0,0.27,0.73,0.40190000000000003
6748108efd30346994464397,bUjWDkWKJzM,🎉🎉🎉🎉 அருமை சகோதரி🎉🎉🎉,0.0,0.323,0.677,0.9509000000000001
6748108efd30346994464397,bUjWDkWKJzM,அருமை 👍,0.0,1.0,0.0,0.0
6748108ffd30346994464398,-ee96M0nqJ0,👌👌👌,0.0,0.0,1.0,0.9545
6748108ffd30346994464398,-ee96M0nqJ0,சூப்பர் வாய்ஸ் சூப்பர் என்ன கண்டினியூ நல்லா வீடியோ போடுங்க,0.0,1.0,0.0,0.0
6748108ffd30346994464398,-ee96M0nqJ0,👍👍👍🌹🌹🌹 சூப்பரான பாடல்🌹🌹🌹👍🌹👍,0.0,1.0,0.0,0.0
6748108ffd30346994464398,-ee96M0nqJ0,Keep singing Anand,0.0,1.0,0.0,0.0
6748108ffd30346994464398,-ee96M0nqJ0,Nice anna ❤❤❤❤❤,0.0,0.201,0.799,0.9771000000000001
6748108ffd30346994464398,-ee96M0nqJ0,👌👌 அருமை அண்ணா👌👌,0.0,0.075,0.925,0.9736
6748108ffd30346994464398,-ee96M0nqJ0,❤❤❤,0.0,0.192,0.808,0.9274
67481091fd30346994464399,qiHVsfIIuvo,சமையல் எல்லாம் முடிஞ்சா,0.0,1.0,0.0,0.0
